fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,categoria
7.355159895249778,0.3282765774142984,0.3517234225857016,2.037925669392762,0.06105185826518095,4.0,8.79308556464254,0.9931013725145642,3.3481037165303618,0.6094814173481905,12.8,premium
8.011043350113937,0.29488346800911497,0.5058157239361954,2.6912872897037645,0.17137398993163788,5.622086700227873,10.0,0.9960553604715807,3.2873252020136725,0.8311653199088507,10.708712710296235,premium
8.04580023886426,0.30752725825065097,0.4884291285483075,1.772472741749349,0.08676982093237631,32.79781933994792,103.41290887375976,0.9963219275767363,3.333032709900781,0.7321072821370769,10.733981695130533,premium
9.56466443656035,0.3335335563439651,0.5194952062365764,2.2201917505369435,0.07288945372046812,13.0,25.100958752684715,0.9950854568561293,3.3579808249463055,0.7670671126879302,12.450479376342358,premium
5.270585303814192,0.48691345030683936,0.09382191709780582,2.1264632595354813,0.04741170607628385,15.705853038141925,88.55877955721289,0.9919406002543618,3.542941469618581,0.8888244088557423,13.46861767938067,premium
9.636706187419252,0.38367061874192526,0.3166071137354655,2.5073412374838506,0.09570635050064598,15.779762875484483,49.22023712451552,0.9982102777324774,3.192202371245155,0.6955952575096896,10.0,premium
11.950788370692047,0.3538174439619307,0.5736597698235215,2.490539551695446,0.09122407025778384,10.0,21.984232586159077,0.9987810791033909,3.0636597698235213,0.7535020956851123,10.146058146539769,premium
10.760426936165,0.339010673404125,0.6592846885634063,3.760984539891771,0.06522526683510313,8.032977553195833,38.77473316489687,0.9988479512263232,3.2974733164896874,0.6516488776597916,12.845053367020626,premium
7.108172848752348,0.4756012239348001,0.22817284875234772,2.0918271512476525,0.07164185088100349,14.081728487523478,28.0,0.9955723579368527,3.3631493693090957,0.6794950668137912,10.794950668137913,premium
12.009983712357261,0.3878035832814025,0.6576039090342573,2.986022802699834,0.09278035832814024,12.0,29.980032575285477,0.9996019967424715,3.1786022802699834,0.6445762200416018,10.780032575285478,premium
7.986712569187166,0.4372883908622104,0.22167814229679134,1.9029527624028522,0.07917716574417114,8.01476381201426,13.01476381201426,0.9942198917540496,3.3362549240212123,0.55,11.894094475194295,premium
12.919129991891275,0.3576746457367482,0.5876746457367482,2.8041235507412425,0.09782244525022472,10.0,23.328751610287508,1.0000164375805145,3.123699871176999,0.846712483897125,10.00549806765499,premium
6.599797437049823,0.4130141794065124,0.22429754721213535,1.8,0.061596758992797165,30.56619401978292,92.86558633093239,0.993036254788668,3.426680170863345,0.7943380598021708,12.71690299010854,premium
8.708247551922929,0.35641601806560125,0.4368101933144735,2.3960582475112773,0.07168101933144735,9.480291237556386,19.759854381221807,0.9947498970623075,3.3439781571832707,0.736379613371053,12.435839819343988,premium
6.404830985893393,0.3869654668756535,0.42772410015674006,2.1213813249738624,0.07395866979623789,13.848273343782672,24.0,0.9943717946270115,3.433310067816094,0.8571032342215271,11.26069066248693,premium
5.754655666292779,0.6213360834268052,0.04124151101140775,2.1484481112357403,0.08442240556178701,3.128879721910649,10.613360834268052,0.9936536978725276,3.664892097331273,0.6196896222471481,12.8,premium
8.548781664416891,0.40591495771464503,0.39128045838957776,1.851218335583109,0.06671954161042226,6.0,11.743908322084454,0.9951856091677916,3.3448781664416893,0.6887195416104223,11.635977080521114,premium
6.95695569038033,0.38012788885905713,0.2798721111409429,1.7759513467561472,0.06494947003131965,3.0,12.696194612975411,0.9956627760204027,3.302913292885901,1.0286057340492216,10.425327541834424,premium
9.380475324444232,0.32527098899143514,0.40164815179482305,2.304120379487058,0.08413660538802817,11.13882717264941,30.72234565470118,0.996268003096752,3.3175055544615533,0.8447290110085649,11.958351848205178,premium
10.25416303591325,0.47380993875277155,0.4090075561432928,2.543650102078714,0.08612699795842571,35.0,67.0,0.9982773757655903,3.2943650102078714,0.7982337984873893,11.440874744803216,premium
7.190940042199572,0.616372612237876,0.0036376016879828966,2.172752033759658,0.0873623983120171,9.181880084399145,14.0,0.9949709400421995,3.436369207595923,0.5791008135038632,11.53637601687983,premium
5.230866543335227,0.5097517375822442,0.07197659883437504,2.0271663583380684,0.04661733086670455,15.308665433352274,87.96299815002841,0.9921034471723256,3.546913345666477,0.9007400369994317,13.336221811117445,premium
12.08256927207519,0.3952868395730271,0.7496788409906012,4.365138544150382,0.06775459703159781,7.0,38.41284636037595,1.0005857808621692,3.204518261485902,0.6134175067122184,12.690365229718036,premium
5.3473961640262875,0.6429959986959484,0.09578115079211383,1.7260383597371276,0.047052076719474256,14.578115079211383,90.89584656105148,0.9920948977513525,3.5542188492078863,0.8657811507921138,13.298088403851056,premium
9.332174939922664,0.37991980353310756,0.45983960706621513,3.766221130739486,0.10401603929337849,11.667557738521028,24.0,0.9961415868324988,3.2499465356887383,0.7964082558289021,12.0,premium
8.441247819682282,0.2806783845441956,0.33483040386395113,2.5,0.07696335703763749,16.0,47.34463974240326,0.9963294429089157,3.3638128270476577,0.7662144103038696,11.075984167437882,premium
12.119277452978324,0.31,0.6488530630407918,2.084626588714798,0.072576867056426,6.576867056426012,28.807710981191327,0.9983192677427589,2.9492240467711213,0.8219228901880866,10.069204626332139,premium
7.304086861626648,0.6381481012827211,0.01226058487994366,1.2245211697598872,0.06536781754639831,15.081737232532959,21.122605848799438,0.9945832438673308,3.383869707560028,0.4793997817412901,10.05721606277307,premium
8.516893506307216,0.18675740252288658,0.4846597405391753,1.7753402594608247,0.06981745455849485,46.35148050457732,86.1417143062062,0.9953751480504578,3.353650908830103,0.778582856937938,11.66485194954227,premium
10.79707477948495,0.27392951695159795,0.48656915931616496,1.9114361356127836,0.0673783255925845,6.0,10.0,0.996398829911794,3.2306449372935155,0.7088563864387216,10.478590339031959,premium
9.871722016981169,0.5175174837735808,0.36894230654088433,2.470804193710699,0.08758391612578602,35.0,67.0,0.9977310314528303,3.28708041937107,0.7636319920125819,11.622989515723255,premium
5.790291148531045,0.44128860810169335,0.28064430405084667,2.106443040508467,0.09120167719618649,22.822594932485888,55.354810135028224,0.995081663616442,3.743631961159607,0.6462091773629939,12.229037972994357,premium
9.401589677751502,0.2584445109770421,0.3653335329311262,2.0965086968804805,0.072206358711006,43.79364128899399,67.0,0.9979927960364625,3.425523695467928,0.8672381522660361,10.27238152266036,premium
8.253922123196727,0.2938233630409818,0.44313769855738194,2.1460778768032727,0.07687274311885456,6.0,11.078442463934548,0.9946697968230819,3.2830389384016363,0.6476467260819636,11.84706547836073,premium
8.941266743681158,0.37730329097536286,0.47285993068695736,2.486516454876814,0.054269670902463714,13.0,27.0,0.995033013394945,3.3076199768956522,0.8876199768956524,13.049232678710153,premium
7.2,0.3763573013895192,0.3136426986104808,2.0,0.05818561916628839,15.0,28.635730138951924,0.9947127146027791,3.23,0.7490719041685577,11.3,premium
9.256492814624227,0.37047841791967995,0.5353075543769371,3.951025181256457,0.09100683454170971,11.0,24.0,0.9962234406590115,3.280068345417097,0.8161960447991999,12.049658272914515,premium
10.695368274193015,0.31523158629034925,0.49238420685482537,2.00711844858881,0.05788249825604205,5.3096051713706345,9.309605171370634,0.9952673234804428,3.2,0.699288155141119,11.511750174395793,premium
8.082555493666307,0.5813513292349582,0.1670761851713978,1.8235872839046594,0.06578624279682198,3.078624279682198,16.039312139841098,0.9962247666480999,3.410171965039725,0.9093857222429034,10.50393121398411,premium
6.4206485612000535,0.44215329628364897,0.34374647153088833,1.839528319127234,0.06979646239345424,14.200589601090957,23.398231196727128,0.9943441886723492,3.4379646239345427,0.7897641595636171,10.95929247869085,premium
7.6046406231854515,0.5197708013596369,0.2560441402167268,2.4255800778981813,0.06841850584236361,30.116298831527278,48.0,0.9952502320311593,3.3944199221018185,0.7609281246370905,12.362790038949091,premium
5.335212030990375,0.41509445808306766,0.25226385479233077,1.9836481936102257,0.06,19.163518063897744,50.40879515974436,0.9919657168538338,3.6758501227476095,0.7465407225559098,13.754722904153384,premium
7.3517056510718675,0.46609364865174546,0.11551169532156019,5.095451597141687,0.0857130442267762,10.252842751786446,18.126421375893223,0.9966705953563031,3.3447157248213557,0.696434778866119,11.2,premium
9.78199347877683,0.32870403594150055,0.48503424389895544,1.5345169190959176,0.060193762771813805,9.079127599468187,23.920872400531813,0.997191339178378,3.214461068037227,0.8223738279840456,10.30791275994682,premium
9.740479307666186,0.326718575584035,0.4816048123724241,1.5038325317532684,0.05923713187230768,9.061077959854863,23.938922040145137,0.9971362877775574,3.2157245428101597,0.8218323387956459,10.306107795985486,premium
8.387628707406085,0.30723122351852794,0.4804565412961924,2.2938143537030427,0.1783446398519803,5.276877648147204,16.276877648147202,0.9943607949677751,3.15,0.8404565412961924,12.278497881482236,premium
10.5,0.2561240255958612,0.460310063989653,1.880620127979306,0.07780620127979306,6.0,23.612402559586123,0.9976,3.1858139616062084,1.0419379872020693,10.880620127979306,premium
5.574825969038366,0.7593734885381169,0.044965193807673165,1.5006961238465366,0.04474825969038366,16.027844953861468,87.74825969038366,0.9919972155046138,3.5448955814230194,0.82,13.176914340577977,premium
11.301793247737782,0.3152383184514898,0.4623218470965434,3.141670572901072,0.08894053757415969,52.3393108257926,77.6012267483671,0.9997368522414155,3.3258329427098925,0.7784521019356377,10.60773949032181,premium
7.116260270665316,0.5030284255670381,0.0679065067666329,5.604674661668355,0.0829288696232354,10.20934932333671,18.0,0.9967060164330644,3.3783739729334683,0.6611585608996962,11.116260270665315,premium
8.766849785024487,0.37891330466993167,0.4377991415861902,2.2740944205582765,0.06467124462561219,33.14763948604309,52.62952789720862,0.9957779914158619,3.2403622317766896,0.9173819743021545,12.103622317766895,premium
9.819646566640404,0.4426784477786532,0.46928620888538725,3.085597134060651,0.07520593671862941,9.422614925955106,36.54643104442694,0.9986557172533123,3.2975236776305636,0.6096904597038204,11.304169551831425,premium
7.529047137081823,0.45834102082560824,0.2078415268896947,2.5,0.06934443319857586,19.473019086121184,37.381745228469704,0.9956199197513167,3.346182547715303,0.7585476431459088,11.947301908612118,premium
7.241760452301159,0.3032022275612795,0.33262172720860456,2.1155431802151137,0.05627153187268613,4.0,8.0,0.9942514986289895,3.385243454417209,0.6067977724387205,11.66404455122559,premium
7.832562489039667,0.4334875021920668,0.226382984710624,1.9687326419334261,0.07004902794827186,13.0,27.53746528386685,0.9953696576550859,3.344236807869404,0.6061239585160055,10.708788187746462,premium
8.705058123732487,0.2951517437119746,0.4202023249492995,2.324241281440127,0.052,4.252529061866244,9.747470938133757,0.9938175796431036,3.2971712219573885,0.6974747093813375,12.62322965669363,premium
6.858693124624956,0.35596484768203424,0.32256782420234187,1.8073366405781197,0.06604623672484446,4.0,8.073366405781195,0.992838884195064,3.3566985117398462,0.5558693124624957,12.788995039132821,premium
9.861209943982495,0.37970756667871747,0.49582856107696704,5.341714389230329,0.07951462166606413,24.495126111311958,42.25243694434402,0.9961330419163352,3.189512611131196,0.7472806750090382,12.297075666787174,premium
8.898689420238375,0.42172813251694324,0.3238738177892031,1.7866504141154476,0.0630196586964244,18.426699171769105,37.28665041411545,0.9953583785466323,3.2258640662584717,0.8470024378826828,11.271990248469269,premium
7.703007179101443,0.3746710427237921,0.47362311110066413,2.0266447863810395,0.0738952068376872,23.895206837687198,43.790413675374396,0.995618749811752,3.3496992820898557,0.8321851624068238,10.947603418843599,premium
9.002335488423133,0.2121019395808199,0.42953290231537333,1.9023354884231332,0.07141825790519034,10.0,22.535032326347,0.9953716135417864,3.338365158103807,0.8060509697904099,11.797664511576867,premium
10.491747530844911,0.39889843779959,0.4198170227897974,2.5128453941061264,0.094,13.192680911591893,46.06422697053063,0.9986187154605894,3.176146381768162,0.8234876638114326,10.178902136738783,premium
7.721434402267955,0.3196536441957172,0.26892011671146493,2.053586005669888,0.06371475218143642,17.892827988660223,34.4286880453591,0.9953178892124738,3.2864303206803864,0.8828524781856358,11.342868804535911,premium
8.7843072070116,0.5370951556306054,0.2565943283882091,6.089482473364691,0.095313855859768,5.447412366823455,12.342237100470363,0.9977825709337836,3.2984140213082473,0.600517526635309,10.860601023599873,premium
6.729316114116414,0.4667382733544977,0.16989258996825346,2.2336913667724883,0.07448886473989427,19.467382733544977,49.53261726645502,0.9944575581279154,3.542394561252909,0.7960859280253972,12.410898705947078,premium
7.663705755452095,0.4918070791276649,0.10456349641754456,2.0424705036347297,0.09687952805815567,8.515058992730541,15.24247050363473,0.9953824705036347,3.340301179854611,0.6309188057632932,11.193976402907785,premium
5.392302707620248,0.5155781069401911,0.02192270307151857,1.773075676905062,0.044,24.230594766708666,86.73075676905061,0.9912954075449468,3.516154593856963,0.8523091877139257,13.703832445955682,premium
9.93994968233966,0.3911357918447689,0.5098172669516302,1.7263704978627736,0.08707703257480293,22.754568326209245,42.13185248931387,0.9965916588321597,3.1633679819797567,0.793955574679416,10.315012579415086,premium
8.728099676888815,0.4765878963777865,0.30100355988888633,2.775914562666728,0.06618064077999954,9.979928802222274,28.0,0.9964064227832888,3.3281935922000048,0.6732113916444362,11.2,premium
7.071168333766729,0.5154287082141495,0.06677920834416821,5.661039582791589,0.07965970419808782,10.322079165583178,18.0,0.9966338693340268,3.382883166623327,0.6510128750975139,11.071168333766728,premium
8.026868804197926,0.2957710398600691,0.6546262391604147,6.92558795452246,0.058880816293854873,36.97137998250864,249.6706706986427,0.9939508155461672,3.071319922028998,0.5607475216791707,11.919393587406221,premium
7.6807412621871185,0.5046756089990796,0.13789904678404927,1.8362513239110427,0.060690010591288306,35.03501588693251,51.03501588693251,0.9947290420035773,3.3205252383039876,0.7796498411306749,11.272502647822085,premium
9.1479048527277,0.28712626086396786,0.3388023786818075,2.0479048527277004,0.07315571837274651,43.80237868180749,67.0,0.9976313165554085,3.42083805890892,0.8444309228634973,10.3916194109108,premium
9.871581842219683,0.2943789087704042,0.4724843649183832,2.5014745526659055,0.05921894543852021,4.78105456147979,13.0,0.9974248436491838,3.0697050894668187,0.7794101789336378,10.445263640369948,premium
8.121418115306742,0.4275378111470283,0.3158855096728361,1.825126037156761,0.08260367542609492,21.438445278675708,36.59359245355405,0.9950653455847537,3.297858188469326,0.8168466416397288,11.18128150928919,premium
7.735820463828897,0.45317253755503684,0.30522297404068566,2.6358204638288982,0.09341037653176815,8.64179536171102,16.03730695743347,0.9966974584991403,3.387761582553992,0.7575371623401143,11.224628376598858,premium
